Address,Long,Lat
SETE,3.696608504888423,43.41279860027326
MONTPELLIER SAINT-ROCH,3.882757509959065,43.606091075648855
MARMANDE,0.168080472582615,44.503203095516575
MONTAUBAN VILLE BOURBON,1.341127241507155,44.014195331668475
NARBONNE,3.008786200782202,43.193210182808116
TOULOUSE MATABIAU,1.454396139877268,43.610699417180236
HENDAYE,-1.764324138788818,43.36997529676284
ST JEAN DE LUZ CIBOURE,-1.661120875576861,43.385630538051984
LA SOUTERRAINE,1.490691444529265,46.241740737278604
QUIMPER,-4.092232861763613,47.9948237414113
QUIMPERLE,-3.552988951161868,47.869309994444535
AURAY,-2.99960913456031,47.680247089999995
VANNES,-2.752403881216251,47.66520979265519
FRASNE,6.157716534518472,46.85776488480928
PERPIGNAN,2.879350450581682,42.69621526112407
MONTPELLIER SUD DE FRANCE,3.913503031859993,43.59059396781462
NIMES PONT DU GARD,4.507722679137596,43.81678434080806
AGDE,3.466942106026499,43.317520257371385
AGEN,0.891652133340273,44.11176905723221
GOURDON,1.389532573134262,44.74128735294577
CAUSSADE TARN ET GARONNE,1.533047244838831,44.16128580816961
CAHORS,1.432889963232879,44.448526304213885
LES AUBRAIS ORLEANS,1.906180921730926,47.926275249867174
VIERZON VILLE,2.099603609533491,47.209914975358984
SOUILLAC,1.466052524801962,44.90233983892782
ANGOULEME,0.16414524722233,45.65364279345685
LE CROISIC,-2.506895318720328,47.28976224201512
ST MALO,-2.004051313466777,48.6465302973296
DOL DE BRETAGNE,-1.74987248932575,48.5438989124489
REIMS,4.022706051740367,49.233416254860984
GRENOBLE,5.784641753561916,45.184967707601984
ASSIER,1.869429048238437,44.67467122400689
DOLE VILLE,5.488538671427538,47.09655306427534
MOUCHARD,5.800378285208584,46.975770112057795
VALENCIENNES,3.535189707711709,50.3482728036862
SURGERES,-0.762032698442091,46.11335235759794
NIORT,-0.468771957598848,46.17676200989479
ANNECY,6.121832970715078,45.90221094284461
AIX LES BAINS LE REVARD,5.908901294915313,45.688112428031324
CALAIS FRETHUN,1.811555402785079,50.9015707880651
DUNKERQUE,2.369189693600089,51.02926760373617
BESANCON VIOTTE,6.021802404892518,47.24733508300953
MONTBARD,4.335234843608656,47.61865027866219
LORIENT,-3.366289623776526,47.75512114124836
CHARLEVILLE MEZIERES,4.732672601969852,49.753068017671595
SEDAN,4.930282526719133,49.69486281823431
RETHEL,4.370261280952036,49.50463379393168
SAUMUR,-0.071468930477049,47.268670793243174
ST GERMAIN DES FOSSES,3.430507768733191,46.20901169096101
BOURGES,2.416482084621402,47.11905408942544
ROANNE,4.06306753627084,46.03936961727752
NURIEUX,5.533214675860809,46.183944541283616
ARGENTON SUR CREUSE,1.516130340379536,46.59453944164937
PAU,2.506964114421622,42.811842470080606
ROSPORDEN,-3.832439579925806,47.96043275687294
LYON-SAINT EXUPERY TGV,5.075877861112024,45.72093606755898
CHALONS EN CHAMPAGNE,4.348974315249643,48.95527794985203
BAR LE DUC,5.167193337889746,48.77367615307599
REDON,-2.088521843296661,47.65178482242304
LAMBALLE,-2.505846671460811,48.46607846756016
PLOUARET TREGOR,-3.470755997826093,48.60650640608806
FORBACH,6.901095783296949,49.189473137383715
TOURCOING,3.168343953703257,50.71667041877195
CROIX WASQUEHAL,3.138716972159806,50.67914456808907
LORRAINE TGV,6.173286307716069,48.94799570019468
MACON VILLE,4.818121512425271,46.29382893508856
CAPDENAC,2.077408214377482,44.57865477582681
RODEZ,2.580264601812115,44.36265275692083
LES SABLES D'OLONNE,-1.766252846616104,46.549220388406184
SABLE SUR SARTHE,-0.342065559620856,47.84190816391401
ST MAIXENT DEUX SEVRES,-0.201124480577793,46.40649034311194
BELLEGARDE,5.825676729983513,46.11051692198756
LENS,2.316895616554444,43.15519722029429
VALENCE VILLE,4.893437965143693,44.9279186519997
LIBOURNE,-0.235979210477964,44.915671649178236
MIRAMAS,4.999682893584165,43.58092507982593
ROUBAIX,3.16326951649233,50.69597348869033
BETHUNE,2.647080447195465,50.533700850565964
SARREBOURG,7.052269447443495,48.738716525799795
SAVERNE,7.362064585704122,48.74464267560709
LUNEVILLE,6.496866085845141,48.587861328669135
EPINAL,6.453148843726827,48.14618950414152
REMIREMONT,6.598352080436954,48.016831250313956
CHATELLERAULT,0.549511359941678,46.81853401630969
TARBES,0.069345942402883,43.24030670511259
LOURDES,-0.041994186851452,43.1005627762626
GRAMAT,1.722316178276392,44.77346913309101
ST DIE DES VOSGES,6.950498210083727,48.28142701610043
LANDERNEAU,-4.256576427625531,48.45374715117324
BOULOGNE VILLE,1.609335297413551,50.72731902983388
ETAPLES LE TOUQUET,1.642588771636091,50.51697198320477
FUTUROSCOPE,0.378103406681546,46.66982364367344
SELESTAT,7.442441424608559,48.2606544212921
MASSY PALAISEAU,2.254682428866152,48.72350896026942
MANTES LA JOLIE,1.703121757851209,48.98944102486203
MARSEILLE BLANCARDE,5.407094172823087,43.29645454944402
FIGEAC,2.03782039069438,44.60378724957991
ROCAMADOUR PADIRAC,1.657471417467261,44.818190489513476
ORTHEZ,-0.767248033233532,43.4840576350703
ARCACHON,-1.165311959015783,44.65884069382592
FACTURE BIGANOS,-0.966206293149982,44.63717129178578
AUBIN,1.210704418278621,48.99858874568956
VERSAILLES CHANTIERS,2.136152834267719,48.79551512858427
ROUEN RIVE DROITE,1.094233526260265,49.4491878684027
VITRY LE FRANCOIS GARE,4.587514744819615,48.71778308956657
HYERES,6.035507873654393,43.1367969444849
AUTERIVE,1.468589831135334,43.34889289615026
LES CABANNES,1.68626685124549,42.78643042874622
AX LES THERMES,1.83346662646096,42.724771434731764
LATOUR DE CAROL ENVEITG,1.905858604509927,42.45814353883745
LE HAVRE,0.160871799514422,49.49977111315972
SAVERDUN,1.570693505005694,43.2393788222438
HAZEBROUCK,2.541608461495844,50.72516743755126
PORNICHET,-2.344704844934861,47.27066127767772
LE POULIGUEN,-2.433227448786401,47.28262437643912
CALAIS VILLE,1.831495852912389,50.447051735242525
AIME LA PLAGNE,6.648695374200575,45.55439650743767
MOUTIERS SALINS BRIDES L BAINS,6.531548657040216,45.48649045265134
BOURG ST MAURICE,6.7715124971297,45.618307167225964
LANDRY,6.733473556930917,45.57403174012078
ALBERTVILLE,6.372548716712411,45.66916626382764
ST CHRISTOPHE,2.407481693607086,44.464787751590286
PORTE PUYMORENS,1.824842262173849,42.538959362402785
FOIX,1.606884171012564,42.96964899731326
LUZENAC GARANOU,1.753240430410328,42.76430323973474
CRANSAC,2.271752441163691,44.522936850067055
ST DENIS PRES MARTEL,1.666495861437176,44.94571803823343
ANNEMASSE,6.235286072333115,46.198937869589535
EVIAN LES BAINS,6.578426619097867,46.39775287167254
THONON LES BAINS,6.482718549845309,46.369193044334956
CARMAUX,2.151892510951,44.04885485361095
MERENS LES VALS,1.83733661606178,42.65936456855758
TARASCON SUR ARIEGE,1.599986444337187,42.849488340290144
PAMIERS,1.619598176044641,43.116113187989036
VIVIEZ DECAZEVILLE,2.218316324853336,44.55595253532143
DIE,1.081412809091867,49.91676041680653
CHORGES,6.271773650688589,44.545727228563074
VEYNES DEVOLUY,5.815248569752371,44.53164106947219
BRIANCON,6.468704614901503,45.53933536334153
GAP,6.085343549432018,44.56368066281374
RANG DU FLIERS VERTON,1.648450045995415,50.41555524994951
LUC EN DIOIS,5.454832629017519,44.61403808852461
L'ARGENTIERE LES ECRINS   (05),6.556249737151195,44.79098320934446
CREST,5.01558883215303,44.73033017773909
MONTDAUPHIN GUILLESTRE,6.615536685768046,44.674572708782506
ELNE,2.963483050586113,42.59719348914475
ANCENIS,-1.177773136553876,47.36947278885225
CERBERE,3.164658104570377,42.44222906253806
PORT VENDRES VILLE,3.102682609531887,42.51337430079546
LEZIGNAN-CORBIERES,2.770291282453083,43.20006037775123
BANYULS SUR MER,3.124865814209837,42.48289092162868
CASTELNAUDARY,1.951212109755117,43.31204447696695
ST AVRE LA CHAMBRE,6.303406681231636,45.352757170793396
ST MICHEL VALLOIRE,6.471910120533972,45.21686650849768
LANNION,-3.460362272489274,48.72722615858606
LA TESTE,-1.142811777104821,44.637111744166084
ARGELES SUR MER,3.021638961103582,42.54403628665191
COLLIOURE,3.078202792729514,42.52676701474552
EMBRUN,6.496152519028345,44.566747569484306
ALBI MADELEINE,2.141024616633945,43.938620340854015
ALBI VILLE,4.187530677533176,45.81778663766585
LANNEMEZAN,0.387587610940335,43.114037900153804
ST GAUDENS,0.728631549972755,43.1047116609694
MONTREJEAU GOURDAN POLIGNAN,0.573211731271617,43.078110601964326
